temperature,label
57.32,hot
57.9,hot
59.12,hot
56.01,hot
56.68,hot
59.64,hot
61.55,hot
66.2,hot
62.56,hot
61.15,hot
60.92,hot
60.23,hot
58.7,hot
58.84,hot
59.34,hot
59.5,hot
57.35,hot
5.07,cold
6.36,cold
6.34,cold
4.87,cold
1.56,cold
0.26,cold
-15.13,cold
-13.95,cold
-12.62,cold
-11.58,cold
-10.73,cold
-11.62,cold
-12.74,cold
-13.59,cold
-11.47,cold
-9.87,cold
-12.22,cold
-12.3,cold
-15.81,cold
-19.67,cold
-10.58,cold
-12.34,cold
-9.53,cold
-11.51,cold
-12.62,cold
-16.74,cold
-31.42,cold
-30.0,cold
-29.55,cold
-29.04,cold
-42.36,cold
-30.0,cold
-27.12,cold
-28.29,cold
-28.99,cold
-30.0,cold
-27.54,cold
-26.09,cold
-25.97,cold
-27.66,cold
-26.38,cold
-27.19,cold
-30.0,cold
-28.94,cold
-25.27,cold
-20.85,cold
-20.07,cold
-16.91,cold
-17.53,cold
-15.78,cold
-16.17,cold
-16.97,cold
-15.34,cold
-16.97,cold
-17.77,cold
-16.85,cold
-16.27,cold
-17.0,cold
-18.74,cold
-18.02,cold
-16.08,cold
-15.05,cold
-20.9,cold
-19.68,cold
-23.84,cold
-23.29,cold
-20.58,cold
-19.38,cold
-22.83,cold
-18.8,cold
-17.68,cold
-17.11,cold
-16.59,cold
-14.64,cold
-16.13,cold
-16.65,cold
-17.96,cold
-19.93,cold
-31.31,cold
-30.0,cold
-30.0,cold
-30.0,cold
50.93,hot
51.44,hot
53.83,hot
52.8,hot
51.2,hot
50.51,hot
52.05,hot
48.65,hot
47.53,hot
46.98,hot
42.58,hot
42.92,hot
45.24,hot
41.63,hot
41.08,hot
40.7,hot
37.71,hot
35.23,hot
44.8,hot
42.61,hot
42.47,hot
47.61,hot
43.11,hot
41.94,hot
40.7,hot
42.38,hot
42.43,hot
39.77,hot
35.41,hot
28.7,normal
29.0,normal
29.48,normal
30.95,hot
27.16,normal
27.78,normal
26.08,normal
26.09,normal
25.04,normal
23.99,normal
23.23,normal
19.28,normal
19.35,normal
16.97,normal
27.61,normal
27.57,normal
24.94,normal
26.53,normal
21.32,normal
20.27,normal
19.44,normal
17.19,normal
17.31,normal
19.59,normal
16.77,normal
18.94,normal
14.98,normal
14.44,normal
17.87,normal
19.52,normal
30.46,hot
29.87,normal
31.11,hot
26.85,normal
27.91,normal
27.68,normal
30.49,hot
28.07,normal
30.49,hot
26.0,normal
27.47,normal
27.59,normal
43.03,hot
42.82,hot
46.42,hot
48.14,hot
49.02,hot
48.18,hot
46.84,hot
45.28,hot
44.51,hot
45.59,hot
46.51,hot
49.11,hot
49.99,hot
48.15,hot
47.13,hot
48.59,hot
51.87,hot
49.51,hot
51.62,hot
51.55,hot
51.97,hot
51.44,hot
55.48,hot
55.94,hot
53.51,hot
53.49,hot
53.5,hot
51.89,hot
50.21,hot
52.64,hot
49.6,hot
51.5,hot
50.82,hot
38.52,hot
35.63,hot
37.0,hot
40.24,hot
39.0,hot
39.37,hot
38.54,hot
38.08,hot
40.02,hot
39.85,hot
40.2,hot
41.42,hot
42.22,hot
42.92,hot
41.98,hot
41.39,hot
38.47,hot
37.83,hot
38.92,hot
42.12,hot
43.25,hot
39.89,hot
39.3,hot
38.52,hot
39.0,hot
35.83,hot
35.85,hot
36.18,hot
37.67,hot
40.24,hot
33.16,hot
32.86,hot
33.88,hot
32.73,hot
31.25,hot
30.18,hot
28.67,normal
29.24,normal
29.52,normal
30.78,hot
30.15,hot
29.83,normal
29.78,normal
34.48,hot
33.38,hot
36.52,hot
37.05,hot
37.77,hot
38.41,hot
45.97,hot
46.12,hot
59.49,hot
57.42,hot
56.78,hot
51.97,hot
51.86,hot
51.09,hot
53.68,hot
57.58,hot
63.76,hot
64.32,hot
61.83,hot
61.78,hot
59.97,hot
60.65,hot
81.26,hot
79.91,hot
78.74,hot
78.37,hot
75.25,hot
80.92,hot
79.35,hot
80.55,hot
76.18,hot
76.73,hot
78.09,hot
78.19,hot
77.53,hot
74.13,hot
74.12,hot
72.93,hot
73.69,hot
75.08,hot
74.83,hot
70.15,hot
68.59,hot
69.11,hot
72.23,hot
68.82,hot
72.49,hot
73.69,hot
89.82,hot
87.93,hot
88.56,hot
89.89,hot
86.45,hot
84.04,hot
81.13,hot
84.86,hot
81.12,hot
81.95,hot
80.14,hot
83.28,hot
85.44,hot
82.92,hot
82.6,hot
83.04,hot
80.32,hot
82.78,hot
82.97,hot
80.94,hot
78.16,hot
77.2,hot
74.42,hot
71.53,hot
88.41,hot
87.34,hot
106.39,hot
106.32,hot
105.95,hot
103.75,hot
103.95,hot
104.89,hot
107.07,hot
107.49,hot
108.5,hot
112.48,hot
112.25,hot
113.47,hot
113.98,hot
112.19,hot
111.87,hot
110.8,hot
113.51,hot
117.09,hot
116.51,hot
115.7,hot
113.5,hot
110.07,hot
111.48,hot
110.42,hot
114.84,hot
113.65,hot
114.86,hot
116.45,hot
116.23,hot
0.35,cold
3.66,cold
4.91,cold
8.89,cold
9.68,cold
10.55,normal
9.76,cold
7.76,cold
8.8,cold
9.74,cold
7.4,cold
6.97,cold
8.64,cold
8.52,cold
9.41,cold
13.77,normal
14.16,normal
19.14,normal
18.59,normal
20.73,normal
17.72,normal
14.45,normal
13.6,normal
15.33,normal
11.94,normal
13.58,normal
15.21,normal
15.43,normal
14.6,normal
17.35,normal
19.39,normal
19.54,normal
21.59,normal
21.69,normal
23.13,normal
21.46,normal
23.65,normal
24.8,normal
21.78,normal
19.22,normal
17.43,normal
20.53,normal
15.84,normal
15.22,normal
12.12,normal
12.65,normal
22.5,normal
22.17,normal
20.43,normal
20.9,normal
19.46,normal
17.19,normal
17.89,normal
18.96,normal
17.51,normal
17.1,normal
15.04,normal
14.81,normal
15.11,normal
17.45,normal
20.45,normal
24.19,normal
24.26,normal
26.44,normal
25.3,normal
25.27,normal
29.89,normal
26.93,normal
138.63,hot
137.65,hot
136.42,hot
134.99,hot
134.3,hot
131.34,hot
130.59,hot
126.71,hot
128.49,hot
129.91,hot
126.07,hot
130.55,hot
128.67,hot
127.22,hot
127.02,hot
117.07,hot
117.04,hot
116.96,hot
113.18,hot
110.23,hot
112.28,hot
112.46,hot
114.41,hot
118.73,hot
115.01,hot
111.8,hot
109.95,hot
109.02,hot
103.25,hot
103.64,hot
105.57,hot
104.66,hot
107.23,hot
108.81,hot
106.57,hot
104.86,hot
105.98,hot
106.72,hot
107.71,hot
105.26,hot
103.58,hot
99.12,hot
98.32,hot
99.01,hot
97.03,hot
97.33,hot
96.05,hot
110.65,hot
111.18,hot
106.96,hot
102.24,hot
100.16,hot
101.0,hot
102.62,hot
104.42,hot
103.78,hot
100.87,hot
101.77,hot
103.75,hot
102.01,hot
100.65,hot
99.42,hot
99.99,hot
115.29,hot
113.13,hot
114.51,hot
112.34,hot
112.33,hot
114.28,hot
116.67,hot
115.98,hot
113.41,hot
114.84,hot
114.04,hot
115.9,hot
115.04,hot
133.46,hot
135.41,hot
136.66,hot
140.84,hot
142.48,hot
142.45,hot
141.76,hot
144.91,hot
143.76,hot
140.14,hot
142.51,hot
143.14,hot
141.78,hot
145.98,hot
143.21,hot
142.7,hot
140.03,hot
137.5,hot
138.38,hot
136.44,hot
139.9,hot
136.23,hot
136.75,hot
138.23,hot
136.82,hot
136.52,hot
135.24,hot
137.17,hot
132.03,hot
131.56,hot
132.66,hot
133.8,hot
132.08,hot
131.65,hot
129.62,hot
128.36,hot
132.02,hot
133.93,hot
131.14,hot
130.26,hot
129.07,hot
125.8,hot
123.72,hot
124.95,hot
121.59,hot
124.62,hot
122.36,hot
70.41,hot
69.72,hot
66.06,hot
67.29,hot
68.68,hot
64.62,hot
64.16,hot
61.35,hot
63.27,hot
64.6,hot
64.47,hot
63.75,hot
65.88,hot
65.36,hot
62.91,hot
65.76,hot
66.05,hot
64.64,hot
63.94,hot
63.79,hot
-16.59,cold
-16.02,cold
-16.92,cold
-16.52,cold
-16.96,cold
-16.82,cold
-17.88,cold
-18.86,cold
-21.97,cold
-18.84,cold
-21.04,cold
-21.07,cold
-21.35,cold
-21.11,cold
-18.67,cold
-17.71,cold
-23.69,cold
-25.87,cold
-24.86,cold
-26.21,cold
-10.03,cold
-9.1,cold
-11.4,cold
-13.33,cold
-14.06,cold
-15.07,cold
-14.04,cold
-11.51,cold
-10.48,cold
-7.38,cold
-6.34,cold
-11.69,cold
-10.8,cold
-10.82,cold
-8.98,cold
-7.61,cold
-7.61,cold
-6.41,cold
-6.29,cold
-9.53,cold
-0.69,cold
-0.97,cold
-0.5,cold
-17.56,cold
-18.97,cold
-19.67,cold
-21.01,cold
-20.74,cold
-20.67,cold
-20.9,cold
-23.38,cold
-24.03,cold
-22.71,cold
-20.54,cold
-19.79,cold
-21.68,cold
-22.23,cold
-21.26,cold
-36.2,cold
-30.0,cold
-29.79,cold
-29.98,cold
-29.69,cold
-29.86,cold
-30.0,cold
-29.84,cold
-30.0,cold
-29.58,cold
-28.03,cold
-27.67,cold
-29.91,cold
-27.58,cold
-27.91,cold
-25.54,cold
-25.63,cold
-26.42,cold
-26.34,cold
-27.03,cold
-27.18,cold
-25.18,cold
-27.31,cold
-23.99,cold
-23.48,cold
-24.88,cold
-22.07,cold
-21.1,cold
-21.18,cold
-19.11,cold
-20.54,cold
-23.55,cold
-23.14,cold
-24.13,cold
-23.3,cold
-22.72,cold
-22.56,cold
-23.24,cold
-22.76,cold
-21.95,cold
-23.85,cold
-20.23,cold
-16.87,cold
-18.52,cold
-19.02,cold
-1.0,cold
5.58,cold
5.6,cold
7.55,cold
1.66,cold
3.44,cold
2.23,cold
1.67,cold
4.13,cold
2.4,cold
2.15,cold
3.03,cold
0.16,cold
-3.85,cold
-6.81,cold
-8.55,cold
-7.44,cold
-10.43,cold
-10.45,cold
-0.43,cold
-0.21,cold
1.65,cold
-1.89,cold
63.41,hot
61.71,hot
60.12,hot
65.04,hot
63.46,hot
61.72,hot
63.42,hot
64.66,hot
64.84,hot
67.26,hot
65.69,hot
67.11,hot
65.9,hot
63.51,hot
59.11,hot
57.34,hot
60.72,hot
63.81,hot
61.43,hot
61.46,hot
60.21,hot
58.69,hot
90.85,hot
89.57,hot
90.41,hot
89.48,hot
87.76,hot
85.98,hot
84.61,hot
86.94,hot
84.76,hot
89.88,hot
90.74,hot
89.31,hot
89.18,hot
87.03,hot
88.79,hot
74.67,hot
73.81,hot
71.21,hot
67.62,hot
69.79,hot
69.05,hot
70.46,hot
68.46,hot
64.95,hot
70.28,hot
70.47,hot
80.77,hot
80.09,hot
78.93,hot
86.37,hot
84.24,hot
84.14,hot
86.84,hot
94.7,hot
97.82,hot
93.92,hot
93.37,hot
92.03,hot
91.99,hot
91.87,hot
90.61,hot
90.01,hot
91.58,hot
88.02,hot
89.43,hot
90.98,hot
91.56,hot
91.62,hot
91.55,hot
89.84,hot
88.73,hot
88.8,hot
86.49,hot
87.14,hot
88.14,hot
86.18,hot
83.04,hot
81.18,hot
82.71,hot
81.88,hot
86.07,hot
84.96,hot
86.9,hot
87.7,hot
87.16,hot
87.11,hot
85.69,hot
85.92,hot
89.13,hot
84.97,hot
86.43,hot
96.8,hot
97.92,hot
97.61,hot
96.99,hot
92.78,hot
92.89,hot
94.62,hot
95.97,hot
92.54,hot
92.1,hot
98.2,hot
99.47,hot
98.69,hot
96.73,hot
97.06,hot
99.18,hot
98.31,hot
96.63,hot
98.0,hot
97.04,hot
96.95,hot
89.94,hot
92.56,hot
91.78,hot
92.81,hot
91.75,hot
94.46,hot
95.08,hot
96.03,hot
97.4,hot
98.88,hot
101.22,hot
99.67,hot
100.77,hot
98.09,hot
100.26,hot
100.34,hot
103.09,hot
103.81,hot
104.44,hot
103.72,hot
99.59,hot
103.83,hot
103.67,hot
105.65,hot
109.2,hot
106.24,hot
102.75,hot
103.06,hot
107.79,hot
107.03,hot
105.85,hot
108.96,hot
108.55,hot
114.79,hot
115.11,hot
116.43,hot
115.17,hot
117.74,hot
115.87,hot
96.92,hot
95.21,hot
47.28,hot
45.41,hot
44.96,hot
45.83,hot
46.63,hot
47.9,hot
48.1,hot
48.1,hot
46.47,hot
45.82,hot
45.69,hot
47.44,hot
52.29,hot
51.77,hot
53.51,hot
-11.9,cold
-12.56,cold
-10.06,cold
-12.17,cold
-18.08,cold
-14.02,cold
-15.67,cold
-17.79,cold
-18.7,cold
-18.02,cold
-20.12,cold
-22.06,cold
-24.3,cold
-21.22,cold
-19.95,cold
-20.19,cold
-17.83,cold
-17.01,cold
-12.27,cold
-9.48,cold
-9.55,cold
-13.03,cold
-11.33,cold
-13.15,cold
-14.95,cold
-12.11,cold
-9.49,cold
-7.76,cold
-9.28,cold
-7.95,cold
-4.49,cold
-5.43,cold
-6.22,cold
-10.04,cold
-8.9,cold
-8.11,cold
-8.61,cold
-7.98,cold
-7.1,cold
-5.43,cold
-5.34,cold
-9.01,cold
-10.27,cold
-9.12,cold
-10.66,cold
-15.3,cold
-19.05,cold
-16.69,cold
-12.11,cold
-15.64,cold
-15.68,cold
-16.18,cold
-19.77,cold
-18.69,cold
-18.61,cold
-21.46,cold
-23.01,cold
-23.13,cold
-22.95,cold
-21.37,cold
-19.82,cold
-20.79,cold
-22.92,cold
-20.88,cold
-22.11,cold
-24.81,cold
-27.17,cold
-29.47,cold
-30.0,cold
-28.76,cold
-28.95,cold
-25.49,cold
-29.98,cold
-29.59,cold
-30.0,cold
-30.0,cold
-42.05,cold
-30.0,cold
-30.0,cold
-30.0,cold
-30.0,cold
-30.0,cold
-28.49,cold
-28.29,cold
-29.89,cold
-30.0,cold
-30.0,cold
-29.06,cold
-27.09,cold
-30.0,cold
-27.97,cold
-28.78,cold
-28.6,cold
-29.48,cold
-30.0,cold
-30.0,cold
-28.41,cold
-25.71,cold
-24.23,cold
-20.87,cold
-23.92,cold
-26.23,cold
-27.97,cold
-28.4,cold
-26.46,cold
-24.71,cold
-25.43,cold
-27.88,cold
-29.16,cold
-26.19,cold
-16.41,cold
-19.27,cold
-16.89,cold
-15.56,cold
-17.64,cold
-16.0,cold
-15.21,cold
-14.87,cold
-11.98,cold
-13.3,cold
-13.56,cold
-14.58,cold
48.8,hot
46.87,hot
42.81,hot
42.83,hot
47.71,hot
49.38,hot
49.6,hot
46.52,hot
47.01,hot
41.83,hot
43.25,hot
41.31,hot
40.64,hot
38.4,hot
31.12,hot
26.98,normal
23.45,normal
22.64,normal
18.53,normal
16.17,normal
16.61,normal
19.95,normal
51.16,hot
53.39,hot
54.06,hot
53.48,hot
52.08,hot
50.33,hot
52.32,hot
54.12,hot
53.65,hot
53.26,hot
26.12,normal
-24.06,cold
-23.17,cold
-21.47,cold
-22.99,cold
-23.59,cold
-22.92,cold
-25.59,cold
-26.08,cold
-25.41,cold
-26.84,cold
-24.48,cold
-24.15,cold
-24.12,cold
-23.37,cold
-23.04,cold
-23.85,cold
-33.26,cold
-27.84,cold
-26.8,cold
-28.06,cold
-26.86,cold
-25.4,cold
-22.62,cold
-21.0,cold
-22.45,cold
-25.26,cold
-27.86,cold
-24.92,cold
-24.98,cold
-23.2,cold
130.2,hot
131.84,hot
130.02,hot
128.75,hot
129.45,hot
133.89,hot
134.0,hot
132.35,hot
132.28,hot
133.79,hot
130.98,hot
129.88,hot
128.21,hot
131.05,hot
129.41,hot
130.85,hot
131.49,hot
133.44,hot
135.3,hot
133.27,hot
132.54,hot
130.54,hot
134.93,hot
131.57,hot
130.57,hot
130.33,hot
128.58,hot
120.28,hot
119.64,hot
121.21,hot
89.04,hot
87.04,hot
85.33,hot
89.44,hot
89.74,hot
91.46,hot
93.08,hot
98.81,hot
97.01,hot
95.85,hot
96.65,hot
94.01,hot
93.53,hot
95.87,hot
92.56,hot
102.8,hot
100.77,hot
103.43,hot
103.19,hot
100.51,hot
99.54,hot
107.52,hot
107.38,hot
108.05,hot
-28.75,cold
-29.49,cold
-13.6,cold
147.28,hot
148.82,hot
146.31,hot
148.89,hot
149.52,hot
106.29,hot
108.11,hot
107.93,hot
108.23,hot
114.62,hot
113.52,hot
112.68,hot
113.7,hot
116.01,hot
114.68,hot
114.51,hot
113.48,hot
113.47,hot
112.05,hot
110.66,hot
113.34,hot
109.82,hot
110.19,hot
110.28,hot
106.25,hot
114.69,hot
112.86,hot
112.82,hot
113.74,hot
113.15,hot
113.79,hot
115.98,hot
99.63,hot
99.53,hot
98.56,hot
98.67,hot
100.03,hot
101.37,hot
99.77,hot
97.88,hot
98.5,hot
98.08,hot
99.59,hot
99.2,hot
101.71,hot
96.08,hot
99.93,hot
97.72,hot
100.69,hot
98.06,hot
129.96,hot
128.05,hot
129.96,hot
131.54,hot
129.38,hot
127.03,hot
127.19,hot
126.61,hot
126.82,hot
127.12,hot
129.45,hot
133.13,hot
135.03,hot
136.38,hot
136.21,hot
138.48,hot
137.42,hot
138.98,hot
95.82,hot
94.78,hot
99.62,hot
99.33,hot
99.83,hot
98.69,hot
98.62,hot
97.45,hot
98.16,hot
98.06,hot
97.16,hot
99.29,hot
98.95,hot
97.08,hot
96.72,hot
100.77,hot
100.36,hot
100.71,hot
101.27,hot
100.91,hot
101.11,hot
100.68,hot
101.14,hot
86.44,hot
85.45,hot
82.49,hot
80.84,hot
81.16,hot
77.54,hot
75.53,hot
76.64,hot
77.2,hot
82.56,hot
81.71,hot
80.09,hot
79.59,hot
81.91,hot
81.04,hot
81.05,hot
82.89,hot
85.61,hot
85.72,hot
85.09,hot
84.57,hot
88.77,hot
89.96,hot
90.04,hot
94.46,hot
93.51,hot
92.09,hot
90.72,hot
92.2,hot
91.89,hot
90.32,hot
92.52,hot
91.17,hot
90.66,hot
91.16,hot
88.38,hot
86.6,hot
87.77,hot
88.63,hot
88.08,hot
92.1,hot
88.83,hot
88.29,hot
89.2,hot
89.25,hot
91.59,hot
90.5,hot
91.31,hot
89.92,hot
87.35,hot
85.85,hot
86.19,hot
76.78,hot
77.4,hot
75.39,hot
77.44,hot
76.18,hot
74.96,hot
74.23,hot
79.0,hot
78.77,hot
80.34,hot
81.09,hot
81.35,hot
80.17,hot
78.24,hot
78.14,hot
79.24,hot
79.02,hot
81.91,hot
78.17,hot
77.31,hot
78.93,hot
80.51,hot
81.43,hot
80.48,hot
82.1,hot
81.42,hot
83.85,hot
82.8,hot
82.36,hot
79.83,hot
83.34,hot
81.76,hot
82.18,hot
81.81,hot
83.41,hot
83.63,hot
85.81,hot
87.37,hot
87.41,hot
89.06,hot
86.04,hot
83.12,hot
83.37,hot
80.54,hot
77.8,hot
78.79,hot
75.56,hot
76.45,hot
76.81,hot
76.59,hot
78.01,hot
14.15,normal
11.5,normal
11.37,normal
22.43,normal
23.0,normal
24.89,normal
26.55,normal
24.74,normal
23.47,normal
24.95,normal
25.27,normal
25.66,normal
25.19,normal
22.57,normal
23.9,normal
28.32,normal
16.24,normal
14.99,normal
17.0,normal
17.05,normal
17.97,normal
15.76,normal
13.34,normal
12.21,normal
13.17,normal
12.02,normal
11.38,normal
11.32,normal
12.15,normal
10.18,normal
9.95,cold
8.84,cold
5.28,cold
7.41,cold
24.17,normal
23.56,normal
25.26,normal
25.27,normal
27.57,normal
26.32,normal
24.32,normal
20.85,normal
20.34,normal
19.33,normal
18.38,normal
19.02,normal
17.11,normal
18.39,normal
19.17,normal
17.7,normal
14.59,normal
14.87,normal
15.02,normal
15.96,normal
18.15,normal
17.98,normal
17.98,normal
16.63,normal
20.16,normal
21.12,normal
19.61,normal
18.99,normal
19.31,normal
22.58,normal
23.53,normal
23.02,normal
22.66,normal
23.91,normal
23.28,normal
23.56,normal
26.11,normal
22.95,normal
23.25,normal
19.31,normal
17.83,normal
87.24,hot
87.68,hot
87.35,hot
84.36,hot
85.81,hot
84.23,hot
85.62,hot
84.94,hot
86.86,hot
89.89,hot
92.18,hot
93.2,hot
91.97,hot
95.2,hot
93.66,hot
89.25,hot
88.81,hot
86.63,hot
87.75,hot
87.04,hot
90.34,hot
91.93,hot
95.26,hot
96.03,hot
97.63,hot
96.95,hot
98.75,hot
96.5,hot
96.71,hot
98.45,hot
99.1,hot
100.12,hot
100.52,hot
100.45,hot
102.26,hot
105.44,hot
104.26,hot
107.75,hot
109.08,hot
108.86,hot
93.29,hot
95.51,hot
96.64,hot
97.69,hot
96.09,hot
95.81,hot
95.06,hot
94.16,hot
93.9,hot
94.31,hot
93.83,hot
92.33,hot
95.37,hot
95.17,hot
94.63,hot
95.87,hot
95.12,hot
95.45,hot
98.37,hot
98.24,hot
97.33,hot
96.58,hot
99.72,hot
99.03,hot
101.31,hot
103.68,hot
101.35,hot
109.54,hot
108.12,hot
108.25,hot
107.7,hot
110.21,hot
112.59,hot
113.39,hot
109.36,hot
110.33,hot
111.86,hot
112.49,hot
112.62,hot
113.38,hot
116.07,hot
117.84,hot
115.11,hot
114.34,hot
113.13,hot
112.04,hot
109.34,hot
103.28,hot
104.72,hot
104.03,hot
104.27,hot
100.94,hot
96.94,hot
93.73,hot
90.1,hot
91.04,hot
93.58,hot
95.7,hot
95.86,hot
95.31,hot
92.86,hot
94.82,hot
94.05,hot
89.8,hot
89.54,hot
87.67,hot
85.52,hot
83.4,hot
84.65,hot
82.7,hot
83.02,hot
84.15,hot
128.35,hot
126.87,hot
122.97,hot
122.92,hot
122.37,hot
122.81,hot
120.04,hot
120.91,hot
119.41,hot
120.4,hot
123.11,hot
137.99,hot
138.85,hot
137.35,hot
138.38,hot
135.11,hot
132.0,hot
131.45,hot
121.8,hot
124.39,hot
125.23,hot
128.09,hot
129.04,hot
127.91,hot
131.12,hot
132.59,hot
131.32,hot
128.24,hot
127.87,hot
125.63,hot
127.58,hot
127.32,hot
127.27,hot
128.94,hot
127.38,hot
129.42,hot
129.17,hot
129.57,hot
134.95,hot
134.58,hot
132.84,hot
136.56,hot
137.11,hot
55.55,hot
55.02,hot
54.96,hot
55.75,hot
56.18,hot
56.77,hot
59.33,hot
73.68,hot
70.5,hot
68.24,hot
64.75,hot
63.37,hot
60.41,hot
62.71,hot
63.62,hot
62.89,hot
61.1,hot
62.25,hot
59.05,hot
62.03,hot
59.9,hot
56.53,hot
59.28,hot
58.47,hot
59.86,hot
59.16,hot
60.56,hot
58.1,hot
59.57,hot
62.33,hot
65.39,hot
66.23,hot
68.35,hot
67.7,hot
67.53,hot
70.28,hot
71.49,hot
71.62,hot
74.06,hot
78.09,hot
75.04,hot
73.98,hot
73.98,hot
73.63,hot
73.13,hot
72.17,hot
74.16,hot
75.31,hot
78.11,hot
80.49,hot
82.37,hot
82.24,hot
80.04,hot
80.13,hot
82.65,hot
77.01,hot
76.58,hot
88.68,hot
88.34,hot
88.21,hot
88.03,hot
91.25,hot
92.49,hot
93.18,hot
88.21,hot
87.29,hot
86.31,hot
98.34,hot
100.45,hot
96.76,hot
93.86,hot
92.01,hot
90.78,hot
93.18,hot
91.38,hot
79.35,hot
81.23,hot
78.17,hot
74.63,hot
74.67,hot
77.02,hot
74.4,hot
72.72,hot
70.29,hot
70.26,hot
68.05,hot
70.71,hot
67.36,hot
66.49,hot
63.86,hot
69.4,hot
68.9,hot
67.03,hot
68.38,hot
71.37,hot
73.93,hot
54.79,hot
55.59,hot
57.88,hot
58.09,hot
58.95,hot
59.73,hot
56.6,hot
57.41,hot
55.89,hot
54.47,hot
55.31,hot
57.0,hot
58.66,hot
59.41,hot
61.57,hot
61.4,hot
60.47,hot
58.27,hot
57.37,hot
56.56,hot
54.97,hot
57.12,hot
55.97,hot
57.71,hot
60.49,hot
60.07,hot
62.86,hot
67.5,hot
68.16,hot
69.66,hot
70.88,hot
70.22,hot
65.9,hot
115.64,hot
115.73,hot
115.39,hot
117.63,hot
118.49,hot
118.43,hot
129.49,hot
128.9,hot
128.01,hot
123.78,hot
123.76,hot
127.13,hot
125.75,hot
123.18,hot
124.08,hot
124.76,hot
125.48,hot
125.42,hot
124.62,hot
123.88,hot
121.66,hot
119.87,hot
119.8,hot
118.79,hot
120.78,hot
122.55,hot
123.58,hot
122.65,hot
124.35,hot
123.81,hot
122.92,hot
120.79,hot
121.55,hot
121.45,hot
120.58,hot
117.41,hot
118.67,hot
119.43,hot
119.1,hot
119.42,hot
122.49,hot
124.0,hot
123.33,hot
122.62,hot
123.36,hot
123.25,hot
124.09,hot
124.14,hot
120.21,hot
117.07,hot
117.59,hot
119.59,hot
118.76,hot
117.76,hot
116.23,hot
118.99,hot
119.08,hot
119.81,hot
122.54,hot
121.73,hot
117.78,hot
117.37,hot
117.87,hot
116.84,hot
117.13,hot
121.13,hot
123.49,hot
124.19,hot
126.29,hot
124.28,hot
127.73,hot
128.63,hot
129.84,hot
127.92,hot
129.76,hot
130.93,hot
132.15,hot
131.78,hot
132.45,hot
130.57,hot
128.68,hot
126.98,hot
127.44,hot
127.23,hot
109.8,hot
108.91,hot
105.78,hot
105.41,hot
103.98,hot
102.59,hot
100.21,hot
97.48,hot
94.69,hot
94.37,hot
94.5,hot
94.75,hot
96.69,hot
97.13,hot
101.97,hot
98.59,hot
100.18,hot
97.84,hot
100.11,hot
96.46,hot
98.46,hot
97.56,hot
91.75,hot
94.74,hot
94.58,hot
96.05,hot
93.13,hot
92.54,hot
93.96,hot
93.64,hot
93.2,hot
96.04,hot
96.38,hot
99.28,hot
98.3,hot
100.87,hot
97.69,hot
95.68,hot
98.12,hot
97.58,hot
92.71,hot
94.23,hot
92.85,hot
93.18,hot
93.12,hot
91.46,hot
91.87,hot
93.36,hot
93.82,hot
95.37,hot
98.34,hot
144.61,hot
141.82,hot
142.34,hot
140.21,hot
140.42,hot
140.47,hot
140.47,hot
137.72,hot
140.26,hot
137.77,hot
139.62,hot
140.43,hot
141.57,hot
142.87,hot
141.9,hot
142.19,hot
143.74,hot
142.75,hot
143.15,hot
143.8,hot
145.21,hot
141.66,hot
141.06,hot
144.23,hot
145.9,hot
146.64,hot
143.54,hot
143.95,hot
145.6,hot
146.27,hot
146.63,hot
144.72,hot
144.49,hot
142.12,hot
143.77,hot
141.15,hot
137.01,hot
136.6,hot
61.42,hot
61.83,hot
117.03,hot
116.29,hot
115.94,hot
112.87,hot
110.83,hot
109.2,hot
111.25,hot
113.59,hot
112.5,hot
110.0,hot
108.34,hot
109.71,hot
108.57,hot
109.75,hot
110.86,hot
3.63,cold
1.23,cold
4.23,cold
3.42,cold
5.06,cold
2.7,cold
-2.29,cold
76.5,hot
58.54,hot
56.14,hot
57.04,hot
57.55,hot
55.31,hot
55.04,hot
53.48,hot
56.71,hot
58.6,hot
60.54,hot
58.02,hot
58.46,hot
60.4,hot
63.03,hot
61.95,hot
60.18,hot
62.27,hot
63.65,hot
64.75,hot
64.87,hot
65.12,hot
63.99,hot
67.59,hot
62.9,hot
61.67,hot
59.89,hot
57.97,hot
58.75,hot
56.68,hot
54.54,hot
52.97,hot
52.0,hot
51.98,hot
53.67,hot
54.88,hot
52.85,hot
49.33,hot
46.94,hot
46.15,hot
49.02,hot
49.4,hot
45.4,hot
43.99,hot
42.8,hot
43.02,hot
41.32,hot
42.96,hot
44.61,hot
44.69,hot
47.78,hot
48.99,hot
49.48,hot
48.97,hot
50.62,hot
52.51,hot
48.56,hot
47.57,hot
47.82,hot
47.39,hot
48.29,hot
48.71,hot
47.37,hot
45.18,hot
46.14,hot
43.26,hot
40.53,hot
40.43,hot
25.03,normal
22.8,normal
24.78,normal
25.7,normal
26.42,normal
24.34,normal
25.54,normal
25.89,normal
25.01,normal
22.73,normal
22.5,normal
25.7,normal
47.87,hot
48.27,hot
46.55,hot
45.46,hot
45.31,hot
47.94,hot
47.38,hot
47.63,hot
52.64,hot
51.67,hot
52.62,hot
47.18,hot
45.47,hot
44.92,hot
46.96,hot
44.37,hot
44.82,hot
47.06,hot
47.13,hot
45.42,hot
43.23,hot
